Groups	Bray-dist
BaAka_BaAka	0
Bantu_Bantu	0
Bantu_Bantu	0.163593006
Bantu_Bantu	0.124157571
Bantu_Bantu	0.182122217
Bantu_Bantu	0.20291201
Bantu_Bantu	0.125307853
Bantu_Bantu	0.109513065
Bantu_Bantu	0.128360013
Bantu_Bantu	0.118884148
Bantu_Bantu	0.194724691
Bantu_Bantu	0.250715466
Bantu_Bantu	0.112753407
Bantu_Bantu	0.150431101
Bantu_Bantu	0.155391644
Bantu_Bantu	0.163593006
Bantu_Bantu	0
Bantu_Bantu	0.147216465
Bantu_Bantu	0.191466112
Bantu_Bantu	0.15700214
Bantu_Bantu	0.175453673
Bantu_Bantu	0.181682479
Bantu_Bantu	0.177633601
Bantu_Bantu	0.183990468
Bantu_Bantu	0.253897504
Bantu_Bantu	0.346757361
Bantu_Bantu	0.188545896
Bantu_Bantu	0.230771659
Bantu_Bantu	0.140060608
Bantu_Bantu	0.124157571
Bantu_Bantu	0.147216465
Bantu_Bantu	0
Bantu_Bantu	0.144827177
Bantu_Bantu	0.165520447
Bantu_Bantu	0.172460968
Bantu_Bantu	0.143565343
Bantu_Bantu	0.137478665
Bantu_Bantu	0.128324548
Bantu_Bantu	0.184185895
Bantu_Bantu	0.259825605
Bantu_Bantu	0.126218832
Bantu_Bantu	0.190280226
Bantu_Bantu	0.101559562
Bantu_Bantu	0.182122217
Bantu_Bantu	0.191466112
Bantu_Bantu	0.144827177
Bantu_Bantu	0
Bantu_Bantu	0.176943975
Bantu_Bantu	0.230928542
Bantu_Bantu	0.201261405
Bantu_Bantu	0.191364161
Bantu_Bantu	0.212510443
Bantu_Bantu	0.230551571
Bantu_Bantu	0.294744268
Bantu_Bantu	0.200823036
Bantu_Bantu	0.2521864
Bantu_Bantu	0.170123261
Bantu_Bantu	0.20291201
Bantu_Bantu	0.15700214
Bantu_Bantu	0.165520447
Bantu_Bantu	0.176943975
Bantu_Bantu	0
Bantu_Bantu	0.245641921
Bantu_Bantu	0.229443288
Bantu_Bantu	0.22972459
Bantu_Bantu	0.237992604
Bantu_Bantu	0.262228701
Bantu_Bantu	0.315880614
